id,date,temperature,icon,humidity
8714687278,2022-08-05 06:30:58,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
7421704187,2022-08-05 06:31:22,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
8304386026,2022-08-05 06:31:47,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
8290831056,2022-08-05 06:32:19,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
1946143415,2022-08-05 06:32:55,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
1097136022,2022-08-05 06:33:23,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
4749605121,2022-08-05 06:33:41,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
4863069924,2022-08-05 06:34:04,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
3995768380,2022-08-05 06:35:06,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
6614858724,2022-08-05 06:37:19,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
7281059211,2022-08-05 06:37:47,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
8738764517,2022-08-05 06:38:12,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
1255852045,2022-08-05 06:39:03,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
9764267000,2022-08-05 06:40:12,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
9650750311,2022-08-05 06:41:19,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
2312947596,2022-08-05 06:42:08,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
2767516046,2022-08-05 06:43:16,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
4332998388,2022-08-05 06:45:03,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
7726010242,2022-08-05 06:45:46,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
3909862506,2022-08-05 06:47:33,12,//cdn.weatherapi.com/weather/64x64/day/113.png,88
7461123063,2022-08-05 06:48:20,14.7,//cdn.weatherapi.com/weather/64x64/day/113.png,74
3198468002,2022-08-05 06:48:34,14.7,//cdn.weatherapi.com/weather/64x64/day/113.png,74
7762015040,2022-08-05 06:48:51,14.7,//cdn.weatherapi.com/weather/64x64/day/113.png,74
8184392811,2022-08-05 06:48:59,14.7,//cdn.weatherapi.com/weather/64x64/day/113.png,74
9394796188,2022-08-05 06:49:44,14.7,//cdn.weatherapi.com/weather/64x64/day/113.png,74
9773058189,2022-08-05 06:50:28,14.7,//cdn.weatherapi.com/weather/64x64/day/113.png,74
4840878877,2022-08-05 06:51:57,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
2066721426,2022-08-05 06:53:01,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
2396615827,2022-08-05 06:53:38,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
4178525514,2022-08-05 06:54:11,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
7127682901,2022-08-05 06:54:23,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
8971212697,2022-08-05 06:54:41,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
6025484460,2022-08-05 07:14:26,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
8769565271,2022-08-05 07:17:52,13,//cdn.weatherapi.com/weather/64x64/day/113.png,88
7027754654,2022-08-05 07:21:23,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
7255660057,2022-08-05 07:25:08,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
5867141953,2022-08-05 07:25:23,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
6001708773,2022-08-05 07:27:09,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
7599835154,2022-08-05 07:27:48,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
9483475698,2022-08-05 07:28:08,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
8420198904,2022-08-05 07:28:24,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
4782069037,2022-08-05 07:33:21,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
3073752488,2022-08-05 07:34:23,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
1881126287,2022-08-05 07:35:10,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
1207997339,2022-08-05 07:35:25,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
9990806535,2022-08-05 07:36:02,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
4046633859,2022-08-05 07:36:15,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
7842553374,2022-08-05 07:36:24,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
6725678415,2022-08-05 07:41:02,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
9053665174,2022-08-05 07:44:52,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
3693852959,2022-08-05 07:47:31,14,//cdn.weatherapi.com/weather/64x64/day/116.png,88
3122660972,2022-08-05 07:49:30,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
4653876950,2022-08-05 07:51:23,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
4062587043,2022-08-05 08:05:00,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
1362092545,2022-08-05 08:05:03,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
3807698160,2022-08-05 08:05:04,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
2911751375,2022-08-05 08:06:11,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
6627414929,2022-08-05 08:07:41,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
1439861631,2022-08-05 08:08:07,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
3467064629,2022-08-05 08:15:01,15,//cdn.weatherapi.com/weather/64x64/day/116.png,88
